"日付","勤務日付軸","昼夜勤","ユニットコード","工程順番","機番","時間帯","作業者","運転モード","異常種類","異常№","異常内容","ON/OFF","起動時異常停止時間(s)","運転中異常停止時間(s)","ﾜｰｸ№ST1","ﾜｰｸ№ST2","ﾜｰｸ№ST3","ﾜｰｸ№ST4","ﾜｰｸ№ST5","ﾜｰｸ№ST6","ﾜｰｸ№ST7","ﾜｰｸ№ST8","ﾜｰｸ№ST9","ﾜｰｸ№ST10","ﾜｰｸ№ST11","ﾜｰｸ№ST12","ﾜｰｸ№ST13","ﾜｰｸ№ST14","ﾜｰｸ№ST15","ｼﾘｱﾙ№ST1","ｼﾘｱﾙ№ST2","ｼﾘｱﾙ№ST3","ｼﾘｱﾙ№ST4","ｼﾘｱﾙ№ST5","ｼﾘｱﾙ№ST6","ｼﾘｱﾙ№ST7","ｼﾘｱﾙ№ST8","ｼﾘｱﾙ№ST9","ｼﾘｱﾙ№ST10","ｼﾘｱﾙ№ST11","ｼﾘｱﾙ№ST12","ｼﾘｱﾙ№ST13","ｼﾘｱﾙ№ST14","ｼﾘｱﾙ№ST15","ｲﾝﾃﾞｯｸｽ№ST1","ｲﾝﾃﾞｯｸｽ№ST2","ｲﾝﾃﾞｯｸｽ№ST3","ｲﾝﾃﾞｯｸｽ№ST4","ｲﾝﾃﾞｯｸｽ№ST5","ｲﾝﾃﾞｯｸｽ№ST6","ｲﾝﾃﾞｯｸｽ№ST7","ｲﾝﾃﾞｯｸｽ№ST8","ｲﾝﾃﾞｯｸｽ№ST9","ｲﾝﾃﾞｯｸｽ№ST10","ｲﾝﾃﾞｯｸｽ№ST11","ｲﾝﾃﾞｯｸｽ№ST12","ｲﾝﾃﾞｯｸｽ№ST13","ｲﾝﾃﾞｯｸｽ№ST14","ｲﾝﾃﾞｯｸｽ№ST15"
"2025/11/27 14:14:54","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",304,"ﾃｰﾊﾟｸﾞﾘｽ異常","NG排出",0,0,"T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","< NULL >","< NULL >","T576","T576","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:15:13","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","手動","運転中異常",486,"① ﾘｯﾌﾟｸﾞﾘｰｽST ﾃｰﾊﾟｰｸﾞﾘｰｽ異常","異常処置終了",0,23.3,"T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","< NULL >","< NULL >","T576","T576","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:15:27","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",488,"① ﾘｯﾌﾟｸﾞﾘｰｽST ｸﾘｯﾌﾟｶﾗﾐ異常","on",0,0,"T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","< NULL >","< NULL >","T576","T576","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:15:31","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",306,"ｸﾘｯﾌﾟｶﾗﾐ異常","NG排出",0,0,"T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","< NULL >","< NULL >","T576","T576","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:15:45","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","手動","運転中異常",488,"① ﾘｯﾌﾟｸﾞﾘｰｽST ｸﾘｯﾌﾟｶﾗﾐ異常","異常処置終了",0,18.9,"T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","< NULL >","< NULL >","T576","T576","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:18:23","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",404,"① ﾄﾙｸST ﾄﾙｸ+異常","on",0,0,"T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","< NULL >","< NULL >","T576","T576","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:18:34","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",296,"ﾄﾙｸ+NG廃却","NG排出",0,0,"T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","< NULL >","< NULL >","T576","T576","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:18:46","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","手動","運転中異常",404,"① ﾄﾙｸST ﾄﾙｸ+異常","異常処置終了",0,23.5,"T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","T576","< NULL >","< NULL >","T576","T576","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:21:32","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",486,"① ﾘｯﾌﾟｸﾞﾘｰｽST ﾃｰﾊﾟｰｸﾞﾘｰｽ異常","on",0,0,"T572","T576","T576","T576","T576","T576","T572","T576","T576","T576","T576","< NULL >","< NULL >","T576","T576","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:21:37","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",304,"ﾃｰﾊﾟｸﾞﾘｽ異常","NG排出",0,0,"T572","T572","T576","T576","T576","T576","T572","T572","T576","T576","T572","< NULL >","< NULL >","T576","T576","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:21:55","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","手動","運転中異常",486,"① ﾘｯﾌﾟｸﾞﾘｰｽST ﾃｰﾊﾟｰｸﾞﾘｰｽ異常","異常処置終了",0,23,"T572","T572","T576","T576","T576","T576","T572","T572","T576","T576","T572","< NULL >","< NULL >","T576","T576","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:23:46","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","on",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:23:56","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",239,"NG排出","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:23:56","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",224,"ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:24:15","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","手動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","異常処置終了",0,28.8,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:24:30","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",488,"① ﾘｯﾌﾟｸﾞﾘｰｽST ｸﾘｯﾌﾟｶﾗﾐ異常","on",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","< NULL >","< NULL >","T572","T572","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:24:34","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",306,"ｸﾘｯﾌﾟｶﾗﾐ異常","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","< NULL >","< NULL >","T572","T572","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:24:51","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","手動","運転中異常",488,"① ﾘｯﾌﾟｸﾞﾘｰｽST ｸﾘｯﾌﾟｶﾗﾐ異常","異常処置終了",0,21.2,"T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","< NULL >","< NULL >","T572","T572","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:26:37","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","on",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:26:47","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",239,"NG排出","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:26:47","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",224,"ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:27:06","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","手動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","異常処置終了",0,28.3,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:27:25","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","on",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:27:35","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",239,"NG排出","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:27:35","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",224,"ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:27:53","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","手動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","異常処置終了",0,27.5,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:28:12","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","on",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:28:22","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",239,"NG排出","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:28:22","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",224,"ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:28:40","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","手動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","異常処置終了",0,27.9,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:29:28","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","on",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:29:38","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",239,"NG排出","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:29:38","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",224,"ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:29:56","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","手動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","異常処置終了",0,27.8,"T572","T572","T572","T572","T572","T572","T572","T572","T596","T572","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:32:03","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",404,"① ﾄﾙｸST ﾄﾙｸ+異常","on",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","< NULL >","< NULL >","T572","T572","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:32:14","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",296,"ﾄﾙｸ+NG廃却","NG排出",0,0,"T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","< NULL >","< NULL >","T572","T572","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:32:25","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","手動","運転中異常",404,"① ﾄﾙｸST ﾄﾙｸ+異常","異常処置終了",0,21.2,"T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","T572","< NULL >","< NULL >","T572","T572","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:33:13","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","on",0,0,"T596","T596","T596","T596","T596","T572","T596","T596","T596","T596","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:33:48","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",239,"NG排出","NG排出",0,0,"T596","T596","T596","T596","T596","T572","T596","T596","T596","T596","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:33:48","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","自動","運転中異常",224,"ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","NG排出",0,0,"T596","T596","T596","T596","T596","T572","T596","T596","T596","T596","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:34:01","2025/11/27","昼勤","10-1719",1,"AM-322","15:20","0","手動","運転中異常",576,"① 圧入ｶｼﾒST ﾌﾟﾗｸﾞ2重orﾌﾟﾗｸﾞｾｯﾄ異常","異常処置終了",0,48.2,"T596","T596","T596","T596","T596","T572","T596","T596","T596","T596","T572","T572","< NULL >","< NULL >","< NULL >","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:39:25","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",485,"① ﾘｯﾌﾟｸﾞﾘｰｽST ﾘｯﾌﾟｸﾞﾘｰｽ異常","on",0,0,"T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","< NULL >","< NULL >","T596","T596","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:39:29","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","自動","運転中異常",303,"ﾘｯﾌﾟｸﾞﾘｽ異常","NG排出",0,0,"T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","< NULL >","< NULL >","T596","T596","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 14:39:49","2025/11/27","昼勤","10-1719",2,"AM-323","15:20","0","手動","運転中異常",485,"① ﾘｯﾌﾟｸﾞﾘｰｽST ﾘｯﾌﾟｸﾞﾘｰｽ異常","異常処置終了",0,24.2,"T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","< NULL >","< NULL >","T596","T596","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 19:26:55","2025/11/27","夜勤","10-1719",2,"AM-323","20:20","0","自動","運転中異常",404,"① ﾄﾙｸST ﾄﾙｸ+異常","on",0,0,"T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","< NULL >","< NULL >","T596","T596","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 19:27:41","2025/11/27","夜勤","10-1719",2,"AM-323","20:20","0","自動","運転中異常",296,"ﾄﾙｸ+NG廃却","NG排出",0,0,"T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","< NULL >","< NULL >","T596","T596","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
"2025/11/27 19:28:05","2025/11/27","夜勤","10-1719",2,"AM-323","20:20","0","手動","運転中異常",404,"① ﾄﾙｸST ﾄﾙｸ+異常","異常処置終了",0,70,"T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","T596","< NULL >","< NULL >","T596","T596","","","","","","","","","","","","","","","","0","255","254","253","252","251","250","249","248","247","246","245","0","0","0"
