Japanese_Name,English_Name,PLC_Depends,PLC_Memory_Address,PLC_Data_Type,Normal_Data_Type,Sql_Data_Type,comment
勤務日付軸,,NO,,,,,
設備ユニット,,NO,,,,,
設備機番,,NO,,,,,
日付,,NO,,,,,
昼夜勤,,NO,,,,,
生産時間帯,,NO,,,,,
時間体制,,,,,,,
時間別目標生産数,,,,,,,
目標生産数,,,,,,,
機種番号,,,,,,,
背番号,,,,,,,
時間別生産数,,,,,,,
生産数,,,,,,,
CT,,,,,,,
ｲﾝｻｰﾄﾀｲﾐﾝｸﾞ,,,,,,,
