"日付","勤務日付軸","昼夜勤","ユニットコード","工程順番","機番","時間帯","№","ST","作業者","機種","背番号","シリアル番号","運転モード","IN/OUT","判定","MT","インデックス番号","ﾄﾙｸ上限値","ﾄﾙｸ下限値","ﾄﾙｸﾎｰﾙﾄﾞ値","左低圧ﾎﾞﾙﾄ圧入高さﾎｰﾙﾄﾞ","左低圧ﾎﾞﾙﾄ圧入高さ上限値","左低圧ﾎﾞﾙﾄ圧入高さ下限値","左高圧ﾎﾞﾙﾄ圧入高さﾎｰﾙﾄﾞ","左高圧ﾎﾞﾙﾄ圧入高さ上限値","左高圧ﾎﾞﾙﾄ圧入高さ下限値","右低圧ﾎﾞﾙﾄ圧入高さﾎｰﾙﾄﾞ","右低圧ﾎﾞﾙﾄ圧入高さ上限値","右低圧ﾎﾞﾙﾄ圧入高さ下限値","右高圧ﾎﾞﾙﾄ圧入高さﾎｰﾙﾄﾞ","右高圧ﾎﾞﾙﾄ圧入高さ上限値","右高圧ﾎﾞﾙﾄ圧入高さ下限値","3点ﾋﾟｯﾁ測定ﾎｰﾙﾄﾞ","3点ﾋﾟｯﾁ測定上限値","3点ﾋﾟｯﾁ測定下限値","ﾌﾟﾗｸﾞ径ﾎｰﾙﾄﾞ","ﾌﾟﾗｸﾞ径上限値","ﾌﾟﾗｸﾞ径下限値","ﾌﾟﾗｸﾞ押えﾎｰﾙﾄﾞ","ﾌﾟﾗｸﾞ押え上限値","ﾌﾟﾗｸﾞ押え下限値","割ﾋﾟﾝ孔位置ﾎｰﾙﾄﾞ","割ﾋﾟﾝ孔位置上限値","割ﾋﾟﾝ孔位置下限値","ｶｼﾒ高さﾎｰﾙﾄﾞ値","ｶｼﾒ高さ上限値","ｶｼﾒ高さ下限値","刻印振動検出回数","刻印振動回数設定","完成品ｼﾘｱﾙ№","完成品ﾜｰｸ№","完成品左低圧ﾎﾞﾙﾄ圧入高さ","完成品左高圧ﾎﾞﾙﾄ圧入高さ","完成品右低圧ﾎﾞﾙﾄ圧入高さ","完成品右高圧ﾎﾞﾙﾄ圧入高さ","完成品3点ﾋﾟｯﾁ測定","完成品ﾌﾟﾗｸﾞ径","完成品割ﾋﾟﾝ孔位置","完成品ﾄﾙｸ","完成品ｶｼﾒ高さ","完成品刻印振動検出回数"
"2025/11/27 13:31:07","2025/11/27","昼勤","10-1719",1,"AM-322","14:10",12,"12_圧入カシメ","0",4,"T596","0","手動","Out","          ",10.5,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,34.3,33.3,18.89,19.35,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:31:10","2025/11/27","昼勤","10-1719",1,"AM-322","14:10",7,"7_スタッド","0",4,"T596","0","手動","Out","          ",27.2,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:31:17","2025/11/27","昼勤","10-1719",2,"AM-323","14:10",7,"7_ブーツ供給","0",4,"T596","0","手動","In","          ",0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:31:17","2025/11/27","昼勤","10-1719",1,"AM-322","14:10",11,"11_シート供給","0",4,"T596","0","手動","Out","          ",34.3,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:31:19","2025/11/27","昼勤","10-1719",2,"AM-323","14:10",7,"7_ブーツ供給","0",4,"T596","0","手動","Out","          ",2.1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:31:19","2025/11/27","昼勤","10-1719",2,"AM-323","14:10",7,"7_ブーツ供給","0",4,"T596","0","手動","In","          ",0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:31:21","2025/11/27","昼勤","10-1719",2,"AM-323","14:10",7,"7_ブーツ供給","0",4,"T596","0","手動","Out","          ",2.1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:31:23","2025/11/27","昼勤","10-1719",1,"AM-322","14:10",12,"12_圧入カシメ","0",4,"T596","0","手動","In","          ",0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:31:26","2025/11/27","昼勤","10-1719",1,"AM-322","14:10",12,"12_圧入カシメ","0",4,"T596","0","手動","Out","          ",2.9,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,34.3,33.3,18.89,19.35,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:31:31","2025/11/27","昼勤","10-1719",2,"AM-323","14:10",5,"5_リップカメラ","0",4,"T596","0","手動","In","          ",0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:31:34","2025/11/27","昼勤","10-1719",2,"AM-323","14:10",5,"5_リップカメラ","0",4,"T596","0","手動","Out","          ",2.9,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:31:57","2025/11/27","昼勤","10-1719",2,"AM-323","14:10",5,"5_リップカメラ","0",4,"T596","0","手動","In","          ",0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:32:01","2025/11/27","昼勤","10-1719",2,"AM-323","14:10",5,"5_リップカメラ","0",4,"T596","0","手動","Out","          ",3.9,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:32:24","2025/11/27","昼勤","10-1719",2,"AM-323","14:10",5,"5_リップカメラ","0",4,"T596","0","手動","In","          ",0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:32:28","2025/11/27","昼勤","10-1719",2,"AM-323","14:10",5,"5_リップカメラ","0",4,"T596","0","手動","Out","          ",3.9,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:33:47","2025/11/27","昼勤","10-1719",1,"AM-322","14:10",12,"12_圧入カシメ","0",4,"T596","0","手動","In","          ",0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 13:33:51","2025/11/27","昼勤","10-1719",1,"AM-322","14:10",12,"12_圧入カシメ","0",4,"T596","0","手動","Out","          ",4.2,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,34.3,33.3,0,19.35,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:00","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",7,"7_ブーツ供給","0",4,"T596","0","自動","In","          ",0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:00","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",1,"1_取り出し","0",2,"T576","0","自動","In","          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:13","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",4,"T596","0","自動","In","          ",0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:13","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",4,"4_ボルト切出","0",2,"T576","0","自動","In","          ",0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:13","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",2,"T576","0","自動","In","          ",0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:17","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",4,"T596","0","自動","Out","          ",3.9,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:22","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",4,"4_ボルト切出","0",2,"T576","0","自動","Out","          ",8.6,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:27","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",2,"T576","0","自動","In","          ",0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:27","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",2,"T576","0","自動","In","          ",0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:28","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",2,"T576","0","自動","Out","          ",0.7,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:30","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",2,"T576","0","自動","In","          ",0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:30","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",2,"T576","0","自動","Out","          ",2.8,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:30","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",3,"3_ソケット反転","0",2,"T576","0","自動","Out","          ",0.5,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:31","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",2,"T576","0","自動","Out","          ",17.8,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:31","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",8,"8_孔位置","0",2,"T576","0","自動","In","          ",0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:31","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",2,"T576","0","自動","In","          ",0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:31","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",8,"8_孔位置","0",2,"T576","0","自動","Out","OK        ",0.1,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:32","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",4,"4_ボルト切出","0",2,"T576","0","自動","In","          ",0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:34","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",5,"5_ボルト圧入","0",2,"T576","0","自動","In","          ",0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:36","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",10,"10_スタッドグリスL","0",2,"T576","0","自動","In","          ",0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:37","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",2,"T576","0","自動","Out","          ",5.4,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:37","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",2,"T576","0","自動","In","          ",0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:40","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",2,"T576","0","自動","In","          ",0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:42","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",10,"10_スタッドグリスL","0",2,"T576","0","自動","Out","OK        ",6.4,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:43","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",4,"4_ボルト切出","0",2,"T576","0","自動","Out","          ",10.3,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:44","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",2,"T576","0","自動","Out","          ",3.5,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:44","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",5,"5_ボルト圧入","0",2,"T576","0","自動","Out","OK        ",10.1,252,0,0,0,3.39,4.6,1.6,0.12,0.7,-0.4,3.36,4.4,1.4,-0.14,0.5,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:44","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",2,"T576","0","自動","Out","          ",13.1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:44","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",8,"8_孔位置","0",2,"T576","0","自動","In","          ",0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:45","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",8,"8_孔位置","0",2,"T576","0","自動","Out","OK        ",0.2,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:45","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",2,"T576","0","自動","In","          ",0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:45","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",11,"11_シート供給","0",2,"T576","0","自動","In","          ",0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:46","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",4,"4_ボルト切出","0",2,"T576","0","自動","In","          ",0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:47","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",6,"6_3点ピッチ","0",2,"T576","0","自動","In","          ",0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:48","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",5,"5_ボルト圧入","0",2,"T576","0","自動","In","          ",0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:49","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",6,"6_3点ピッチ","0",2,"T576","0","自動","Out","OK        ",1.5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,26.3,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:54","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",2,"T576","0","自動","In","          ",0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:54","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",12,"12_圧入カシメ","0",2,"T576","0","自動","In","          ",0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:55","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",11,"11_シート供給","0",2,"T576","0","自動","Out","          ",9.2,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:56","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",10,"10_スタッドグリスL","0",2,"T576","0","自動","In","          ",0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:57","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",2,"T576","0","自動","Out","          ",2.7,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:57","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",4,"4_ボルト切出","0",2,"T576","0","自動","Out","          ",10.4,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:58","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",5,"5_ボルト圧入","0",2,"T576","0","自動","Out","OK        ",10.1,252,0,0,0,3.59,4.6,1.6,0,0.7,-0.4,3.36,4.4,1.4,-0.23,0.5,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:11:59","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",11,"11_シート供給","0",2,"T576","0","自動","In","          ",0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:00","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",4,"4_ボルト切出","0",2,"T576","0","自動","In","          ",0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:01","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",6,"6_3点ピッチ","0",2,"T576","0","自動","In","          ",0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:02","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",5,"5_ボルト圧入","0",2,"T576","0","自動","In","          ",0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:02","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",10,"10_スタッドグリスL","0",2,"T576","0","自動","Out","OK        ",6.4,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:03","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",6,"6_3点ピッチ","0",2,"T576","0","自動","Out","OK        ",1.6,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,26.3,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:04","2025/11/27","昼勤","10-1719",2,"AM-323","15:20",1,"1_搬送","0",2,"T576","0","自動","In","          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:05","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",2,"T576","0","自動","Out","          ",19.8,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:05","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",8,"8_孔位置","0",2,"T576","0","自動","In","          ",0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:05","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",8,"8_孔位置","0",2,"T576","0","自動","Out","OK        ",0.2,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:05","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",7,"7_スタッド","0",2,"T576","0","自動","In","          ",0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:05","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",12,"12_圧入カシメ","0",2,"T576","0","自動","Out","OK        ",10.7,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.82,34.3,33.3,18.92,19.35,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:07","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",2,"2_コンベア","0",2,"T576","0","自動","In","          ",0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:09","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",12,"12_圧入カシメ","0",2,"T576","0","自動","In","          ",0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:09","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",11,"11_シート供給","0",2,"T576","0","自動","Out","          ",9.9,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025/11/27 14:12:10","2025/11/27","昼勤","10-1719",1,"AM-322","15:20",10,"10_スタッドグリスL","0",2,"T576","0","自動","In","          ",0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
